['S_NAME', 'S_NATIONKEY']
('Supplier#000005034       ', Decimal('23'))
('Supplier#000005035       ', Decimal('11'))
('Supplier#000005036       ', Decimal('3'))
('Supplier#000005037       ', Decimal('6'))
('Supplier#000005038       ', Decimal('24'))
('Supplier#000005039       ', Decimal('4'))
('Supplier#000005040       ', Decimal('0'))
('Supplier#000005041       ', Decimal('15'))
('Supplier#000005042       ', Decimal('20'))
('Supplier#000005043       ', Decimal('4'))
('Supplier#000005044       ', Decimal('14'))
('Supplier#000005045       ', Decimal('2'))
('Supplier#000005046       ', Decimal('23'))
('Supplier#000005047       ', Decimal('19'))
('Supplier#000005048       ', Decimal('12'))
('Supplier#000005049       ', Decimal('11'))
('Supplier#000005050       ', Decimal('14'))
('Supplier#000005051       ', Decimal('22'))
('Supplier#000005052       ', Decimal('5'))
('Supplier#000005053       ', Decimal('15'))
('Supplier#000005054       ', Decimal('1'))
('Supplier#000005055       ', Decimal('21'))
('Supplier#000005056       ', Decimal('16'))
('Supplier#000005057       ', Decimal('8'))
('Supplier#000005058       ', Decimal('17'))
('Supplier#000005059       ', Decimal('1'))
('Supplier#000005060       ', Decimal('23'))
('Supplier#000005061       ', Decimal('20'))
('Supplier#000005062       ', Decimal('2'))
('Supplier#000005063       ', Decimal('24'))
('Supplier#000005064       ', Decimal('21'))
('Supplier#000005065       ', Decimal('8'))
('Supplier#000005066       ', Decimal('10'))
('Supplier#000005067       ', Decimal('19'))
('Supplier#000005068       ', Decimal('6'))
('Supplier#000005069       ', Decimal('15'))
('Supplier#000005070       ', Decimal('13'))
('Supplier#000005071       ', Decimal('12'))
('Supplier#000005072       ', Decimal('19'))
('Supplier#000005073       ', Decimal('8'))
('Supplier#000005074       ', Decimal('17'))
('Supplier#000005075       ', Decimal('15'))
('Supplier#000005076       ', Decimal('3'))
('Supplier#000005077       ', Decimal('0'))
('Supplier#000005078       ', Decimal('0'))
('Supplier#000005079       ', Decimal('8'))
('Supplier#000005080       ', Decimal('4'))
('Supplier#000005081       ', Decimal('4'))
('Supplier#000005082       ', Decimal('24'))
('Supplier#000005083       ', Decimal('18'))
('Supplier#000005084       ', Decimal('18'))
('Supplier#000005085       ', Decimal('11'))
('Supplier#000005086       ', Decimal('12'))
('Supplier#000005087       ', Decimal('13'))
('Supplier#000005088       ', Decimal('5'))
('Supplier#000005089       ', Decimal('8'))
('Supplier#000005090       ', Decimal('24'))
('Supplier#000005091       ', Decimal('1'))
('Supplier#000005092       ', Decimal('22'))
('Supplier#000005093       ', Decimal('8'))
('Supplier#000005094       ', Decimal('0'))
('Supplier#000005095       ', Decimal('17'))
('Supplier#000005096       ', Decimal('11'))
('Supplier#000005097       ', Decimal('7'))
('Supplier#000005098       ', Decimal('1'))
('Supplier#000005099       ', Decimal('12'))
('Supplier#000005100       ', Decimal('3'))
('Supplier#000005101       ', Decimal('16'))
('Supplier#000005102       ', Decimal('24'))
('Supplier#000005103       ', Decimal('21'))
('Supplier#000005104       ', Decimal('9'))
('Supplier#000005105       ', Decimal('12'))
('Supplier#000005106       ', Decimal('4'))
('Supplier#000005107       ', Decimal('5'))
('Supplier#000005108       ', Decimal('10'))
('Supplier#000005109       ', Decimal('6'))
('Supplier#000005110       ', Decimal('6'))
('Supplier#000005111       ', Decimal('4'))
('Supplier#000005112       ', Decimal('2'))
('Supplier#000005113       ', Decimal('0'))
('Supplier#000005114       ', Decimal('17'))
('Supplier#000005115       ', Decimal('24'))
('Supplier#000005116       ', Decimal('9'))
('Supplier#000005117       ', Decimal('10'))
('Supplier#000005118       ', Decimal('1'))
('Supplier#000005119       ', Decimal('9'))
('Supplier#000005120       ', Decimal('8'))
('Supplier#000005121       ', Decimal('14'))
('Supplier#000005122       ', Decimal('2'))
('Supplier#000005123       ', Decimal('4'))
('Supplier#000005124       ', Decimal('4'))
('Supplier#000005125       ', Decimal('12'))
('Supplier#000005126       ', Decimal('1'))
('Supplier#000005127       ', Decimal('23'))
('Supplier#000005128       ', Decimal('16'))
('Supplier#000005129       ', Decimal('7'))
('Supplier#000005130       ', Decimal('0'))
('Supplier#000005131       ', Decimal('15'))
('Supplier#000005132       ', Decimal('1'))
('Supplier#000005133       ', Decimal('9'))
('Supplier#000005134       ', Decimal('0'))
('Supplier#000005135       ', Decimal('22'))
('Supplier#000005136       ', Decimal('17'))
('Supplier#000005137       ', Decimal('7'))
('Supplier#000005138       ', Decimal('17'))
('Supplier#000005139       ', Decimal('0'))
('Supplier#000005140       ', Decimal('8'))
('Supplier#000005141       ', Decimal('13'))
('Supplier#000005142       ', Decimal('24'))
('Supplier#000005143       ', Decimal('8'))
('Supplier#000005144       ', Decimal('9'))
('Supplier#000005145       ', Decimal('2'))
('Supplier#000005146       ', Decimal('23'))
('Supplier#000005147       ', Decimal('15'))
('Supplier#000005148       ', Decimal('19'))
('Supplier#000005149       ', Decimal('4'))
('Supplier#000005150       ', Decimal('8'))
('Supplier#000005151       ', Decimal('11'))
('Supplier#000005152       ', Decimal('9'))
('Supplier#000005153       ', Decimal('23'))
('Supplier#000005154       ', Decimal('17'))
('Supplier#000005155       ', Decimal('7'))
('Supplier#000005156       ', Decimal('14'))
('Supplier#000005157       ', Decimal('4'))
('Supplier#000005158       ', Decimal('3'))
('Supplier#000005159       ', Decimal('19'))
('Supplier#000005160       ', Decimal('15'))
('Supplier#000005161       ', Decimal('5'))
('Supplier#000005162       ', Decimal('8'))
('Supplier#000005163       ', Decimal('19'))
('Supplier#000005164       ', Decimal('23'))
('Supplier#000005165       ', Decimal('8'))
('Supplier#000005166       ', Decimal('4'))
('Supplier#000005167       ', Decimal('15'))
('Supplier#000005168       ', Decimal('9'))
('Supplier#000005169       ', Decimal('6'))
('Supplier#000005170       ', Decimal('17'))
('Supplier#000005171       ', Decimal('19'))
('Supplier#000005172       ', Decimal('15'))
('Supplier#000005173       ', Decimal('0'))
('Supplier#000005174       ', Decimal('6'))
('Supplier#000005175       ', Decimal('12'))
('Supplier#000005176       ', Decimal('11'))
('Supplier#000005177       ', Decimal('19'))
('Supplier#000005178       ', Decimal('20'))
('Supplier#000005179       ', Decimal('13'))
('Supplier#000005180       ', Decimal('16'))
('Supplier#000005181       ', Decimal('14'))
('Supplier#000005182       ', Decimal('0'))
('Supplier#000005183       ', Decimal('0'))
('Supplier#000005184       ', Decimal('18'))
('Supplier#000005185       ', Decimal('19'))
('Supplier#000005186       ', Decimal('10'))
('Supplier#000005187       ', Decimal('12'))
('Supplier#000005188       ', Decimal('18'))
('Supplier#000005189       ', Decimal('1'))
('Supplier#000005190       ', Decimal('10'))
('Supplier#000005191       ', Decimal('7'))
('Supplier#000005192       ', Decimal('3'))
('Supplier#000005193       ', Decimal('20'))
('Supplier#000005194       ', Decimal('20'))
('Supplier#000005195       ', Decimal('3'))
('Supplier#000005196       ', Decimal('3'))
('Supplier#000005197       ', Decimal('6'))
('Supplier#000005198       ', Decimal('19'))
('Supplier#000005199       ', Decimal('21'))
('Supplier#000005200       ', Decimal('4'))
('Supplier#000005201       ', Decimal('4'))
('Supplier#000005202       ', Decimal('1'))
('Supplier#000005203       ', Decimal('1'))
('Supplier#000005204       ', Decimal('2'))
('Supplier#000005205       ', Decimal('11'))
('Supplier#000005206       ', Decimal('4'))
('Supplier#000005207       ', Decimal('22'))
('Supplier#000005208       ', Decimal('9'))
('Supplier#000005209       ', Decimal('19'))
('Supplier#000005210       ', Decimal('0'))
('Supplier#000005211       ', Decimal('9'))
('Supplier#000005212       ', Decimal('0'))
('Supplier#000005213       ', Decimal('11'))
('Supplier#000005214       ', Decimal('1'))
('Supplier#000005215       ', Decimal('6'))
('Supplier#000005216       ', Decimal('17'))
('Supplier#000005217       ', Decimal('23'))
('Supplier#000005218       ', Decimal('18'))
('Supplier#000005219       ', Decimal('12'))
('Supplier#000005220       ', Decimal('16'))
('Supplier#000005221       ', Decimal('5'))
('Supplier#000005222       ', Decimal('16'))
('Supplier#000005223       ', Decimal('7'))
('Supplier#000005224       ', Decimal('17'))
('Supplier#000005225       ', Decimal('24'))
('Supplier#000005226       ', Decimal('23'))
('Supplier#000005227       ', Decimal('12'))
('Supplier#000005228       ', Decimal('10'))
('Supplier#000005229       ', Decimal('10'))
('Supplier#000005230       ', Decimal('13'))
('Supplier#000005231       ', Decimal('10'))
('Supplier#000005232       ', Decimal('8'))
('Supplier#000005233       ', Decimal('12'))
('Supplier#000005234       ', Decimal('16'))
('Supplier#000005235       ', Decimal('20'))
('Supplier#000005236       ', Decimal('20'))
('Supplier#000005237       ', Decimal('5'))
('Supplier#000005238       ', Decimal('21'))
('Supplier#000005239       ', Decimal('19'))
('Supplier#000005240       ', Decimal('21'))
('Supplier#000005241       ', Decimal('0'))
('Supplier#000005242       ', Decimal('7'))
('Supplier#000005243       ', Decimal('8'))
('Supplier#000005244       ', Decimal('20'))
('Supplier#000005245       ', Decimal('9'))
('Supplier#000005246       ', Decimal('10'))
('Supplier#000005247       ', Decimal('23'))
('Supplier#000005248       ', Decimal('2'))
('Supplier#000005249       ', Decimal('1'))
('Supplier#000005250       ', Decimal('23'))
('Supplier#000005251       ', Decimal('13'))
('Supplier#000005252       ', Decimal('5'))
('Supplier#000005253       ', Decimal('2'))
('Supplier#000005254       ', Decimal('4'))
('Supplier#000005255       ', Decimal('0'))
('Supplier#000005256       ', Decimal('3'))
('Supplier#000005257       ', Decimal('3'))
('Supplier#000005258       ', Decimal('14'))
('Supplier#000005259       ', Decimal('9'))
('Supplier#000005260       ', Decimal('11'))
('Supplier#000005261       ', Decimal('10'))
('Supplier#000005262       ', Decimal('18'))
('Supplier#000005263       ', Decimal('6'))
('Supplier#000005264       ', Decimal('2'))
('Supplier#000005265       ', Decimal('18'))
('Supplier#000005266       ', Decimal('15'))
('Supplier#000005267       ', Decimal('14'))
('Supplier#000005268       ', Decimal('18'))
('Supplier#000005269       ', Decimal('9'))
('Supplier#000005270       ', Decimal('5'))
('Supplier#000005271       ', Decimal('8'))
('Supplier#000005272       ', Decimal('7'))
('Supplier#000005273       ', Decimal('11'))
('Supplier#000005274       ', Decimal('5'))
('Supplier#000005275       ', Decimal('11'))
('Supplier#000005276       ', Decimal('11'))
('Supplier#000005277       ', Decimal('20'))
('Supplier#000005278       ', Decimal('19'))
('Supplier#000005279       ', Decimal('17'))
('Supplier#000005280       ', Decimal('9'))
('Supplier#000005281       ', Decimal('14'))
('Supplier#000005282       ', Decimal('9'))
('Supplier#000005283       ', Decimal('3'))
('Supplier#000005284       ', Decimal('15'))
('Supplier#000005285       ', Decimal('13'))
('Supplier#000005286       ', Decimal('8'))
('Supplier#000005287       ', Decimal('13'))
('Supplier#000005288       ', Decimal('16'))
('Supplier#000005289       ', Decimal('21'))
('Supplier#000005290       ', Decimal('14'))
('Supplier#000005291       ', Decimal('13'))
('Supplier#000005292       ', Decimal('0'))
('Supplier#000005293       ', Decimal('23'))
('Supplier#000005294       ', Decimal('10'))
('Supplier#000005295       ', Decimal('17'))
('Supplier#000005296       ', Decimal('9'))
('Supplier#000005297       ', Decimal('9'))
('Supplier#000005298       ', Decimal('2'))
('Supplier#000005299       ', Decimal('7'))
('Supplier#000005300       ', Decimal('3'))
('Supplier#000005301       ', Decimal('15'))
('Supplier#000005302       ', Decimal('0'))
('Supplier#000005303       ', Decimal('16'))
('Supplier#000005304       ', Decimal('20'))
('Supplier#000005305       ', Decimal('13'))
('Supplier#000005306       ', Decimal('23'))
('Supplier#000005307       ', Decimal('7'))
('Supplier#000005308       ', Decimal('21'))
('Supplier#000005309       ', Decimal('3'))
('Supplier#000005310       ', Decimal('16'))
('Supplier#000005311       ', Decimal('0'))
('Supplier#000005312       ', Decimal('11'))
('Supplier#000005313       ', Decimal('15'))
('Supplier#000005314       ', Decimal('1'))
('Supplier#000005315       ', Decimal('24'))
('Supplier#000005316       ', Decimal('20'))
('Supplier#000005317       ', Decimal('21'))
('Supplier#000005318       ', Decimal('17'))
('Supplier#000005319       ', Decimal('20'))
('Supplier#000005320       ', Decimal('9'))
('Supplier#000005321       ', Decimal('8'))
('Supplier#000005322       ', Decimal('6'))
('Supplier#000005323       ', Decimal('3'))
('Supplier#000005324       ', Decimal('1'))
('Supplier#000005325       ', Decimal('9'))
('Supplier#000005326       ', Decimal('8'))
('Supplier#000005327       ', Decimal('21'))
('Supplier#000005328       ', Decimal('1'))
('Supplier#000005329       ', Decimal('14'))
('Supplier#000005330       ', Decimal('15'))
('Supplier#000005331       ', Decimal('8'))
('Supplier#000005332       ', Decimal('22'))
('Supplier#000005333       ', Decimal('2'))
('Supplier#000005334       ', Decimal('16'))
('Supplier#000005335       ', Decimal('2'))
('Supplier#000005336       ', Decimal('17'))
('Supplier#000005337       ', Decimal('22'))
('Supplier#000005338       ', Decimal('22'))
('Supplier#000005339       ', Decimal('10'))
('Supplier#000005340       ', Decimal('17'))
('Supplier#000005341       ', Decimal('1'))
('Supplier#000005342       ', Decimal('1'))
('Supplier#000005343       ', Decimal('11'))
('Supplier#000005344       ', Decimal('17'))
('Supplier#000005345       ', Decimal('16'))
('Supplier#000005346       ', Decimal('22'))
('Supplier#000005347       ', Decimal('20'))
('Supplier#000005348       ', Decimal('12'))
('Supplier#000005349       ', Decimal('0'))
('Supplier#000005350       ', Decimal('6'))
('Supplier#000005351       ', Decimal('10'))
('Supplier#000005352       ', Decimal('13'))
('Supplier#000005353       ', Decimal('4'))
('Supplier#000005354       ', Decimal('17'))
('Supplier#000005355       ', Decimal('12'))
('Supplier#000005356       ', Decimal('1'))
('Supplier#000005357       ', Decimal('13'))
('Supplier#000005358       ', Decimal('23'))
('Supplier#000005359       ', Decimal('23'))
('Supplier#000005360       ', Decimal('6'))
('Supplier#000005361       ', Decimal('15'))
('Supplier#000005362       ', Decimal('21'))
('Supplier#000005363       ', Decimal('15'))
('Supplier#000005364       ', Decimal('1'))
('Supplier#000005365       ', Decimal('24'))
('Supplier#000005366       ', Decimal('3'))
('Supplier#000005367       ', Decimal('5'))
('Supplier#000005368       ', Decimal('23'))
('Supplier#000005369       ', Decimal('0'))
('Supplier#000005370       ', Decimal('6'))
('Supplier#000005371       ', Decimal('22'))
('Supplier#000005372       ', Decimal('5'))
('Supplier#000005373       ', Decimal('19'))
('Supplier#000005374       ', Decimal('22'))
('Supplier#000005375       ', Decimal('2'))
('Supplier#000005376       ', Decimal('20'))
('Supplier#000005377       ', Decimal('11'))
('Supplier#000005378       ', Decimal('16'))
('Supplier#000005379       ', Decimal('21'))
('Supplier#000005380       ', Decimal('5'))
('Supplier#000005381       ', Decimal('14'))
('Supplier#000005382       ', Decimal('8'))
('Supplier#000005383       ', Decimal('20'))
('Supplier#000005384       ', Decimal('14'))
('Supplier#000005385       ', Decimal('6'))
('Supplier#000005386       ', Decimal('3'))
('Supplier#000005387       ', Decimal('8'))
('Supplier#000005388       ', Decimal('23'))
('Supplier#000005389       ', Decimal('11'))
('Supplier#000005390       ', Decimal('20'))
('Supplier#000005391       ', Decimal('18'))
('Supplier#000005392       ', Decimal('0'))
('Supplier#000005393       ', Decimal('15'))
('Supplier#000005394       ', Decimal('0'))
('Supplier#000005395       ', Decimal('10'))
('Supplier#000005396       ', Decimal('5'))
('Supplier#000005397       ', Decimal('2'))
('Supplier#000005398       ', Decimal('17'))
('Supplier#000005399       ', Decimal('17'))
('Supplier#000005400       ', Decimal('23'))
('Supplier#000005401       ', Decimal('21'))
('Supplier#000005402       ', Decimal('11'))
('Supplier#000005403       ', Decimal('9'))
('Supplier#000005404       ', Decimal('0'))
('Supplier#000005405       ', Decimal('24'))
('Supplier#000005406       ', Decimal('22'))
('Supplier#000005407       ', Decimal('23'))
('Supplier#000005408       ', Decimal('24'))
('Supplier#000005409       ', Decimal('22'))
('Supplier#000005410       ', Decimal('23'))
('Supplier#000005411       ', Decimal('1'))
('Supplier#000005412       ', Decimal('14'))
('Supplier#000005413       ', Decimal('20'))
('Supplier#000005414       ', Decimal('22'))
('Supplier#000005415       ', Decimal('12'))
('Supplier#000005416       ', Decimal('13'))
('Supplier#000005417       ', Decimal('4'))
('Supplier#000005418       ', Decimal('10'))
('Supplier#000005419       ', Decimal('17'))
('Supplier#000005420       ', Decimal('9'))
('Supplier#000005421       ', Decimal('11'))
('Supplier#000005422       ', Decimal('7'))
('Supplier#000005423       ', Decimal('12'))
('Supplier#000005424       ', Decimal('18'))
('Supplier#000005425       ', Decimal('7'))
('Supplier#000005426       ', Decimal('3'))
('Supplier#000005427       ', Decimal('18'))
('Supplier#000005428       ', Decimal('24'))
('Supplier#000005429       ', Decimal('21'))
('Supplier#000005430       ', Decimal('17'))
('Supplier#000005431       ', Decimal('24'))
('Supplier#000005432       ', Decimal('9'))
('Supplier#000005433       ', Decimal('16'))
('Supplier#000005434       ', Decimal('19'))
('Supplier#000005435       ', Decimal('20'))
('Supplier#000005436       ', Decimal('20'))
('Supplier#000005437       ', Decimal('4'))
('Supplier#000005438       ', Decimal('16'))
('Supplier#000005439       ', Decimal('5'))
('Supplier#000005440       ', Decimal('11'))
('Supplier#000005441       ', Decimal('6'))
('Supplier#000005442       ', Decimal('0'))
('Supplier#000005443       ', Decimal('6'))
('Supplier#000005444       ', Decimal('13'))
('Supplier#000005445       ', Decimal('9'))
('Supplier#000005446       ', Decimal('4'))
('Supplier#000005447       ', Decimal('10'))
('Supplier#000005448       ', Decimal('13'))
('Supplier#000005449       ', Decimal('21'))
('Supplier#000005450       ', Decimal('12'))
('Supplier#000005451       ', Decimal('23'))
('Supplier#000005452       ', Decimal('11'))
('Supplier#000005453       ', Decimal('19'))
('Supplier#000005454       ', Decimal('16'))
('Supplier#000005455       ', Decimal('8'))
('Supplier#000005456       ', Decimal('10'))
('Supplier#000005457       ', Decimal('6'))
('Supplier#000005458       ', Decimal('24'))
('Supplier#000005459       ', Decimal('11'))
('Supplier#000005460       ', Decimal('12'))
('Supplier#000005461       ', Decimal('19'))
('Supplier#000005462       ', Decimal('6'))
('Supplier#000005463       ', Decimal('16'))
('Supplier#000005464       ', Decimal('14'))
('Supplier#000005465       ', Decimal('3'))
('Supplier#000005466       ', Decimal('23'))
('Supplier#000005467       ', Decimal('0'))
('Supplier#000005468       ', Decimal('6'))
('Supplier#000005469       ', Decimal('20'))
('Supplier#000005470       ', Decimal('19'))
('Supplier#000005471       ', Decimal('19'))
('Supplier#000005472       ', Decimal('21'))
('Supplier#000005473       ', Decimal('5'))
('Supplier#000005474       ', Decimal('15'))
('Supplier#000005475       ', Decimal('13'))
('Supplier#000005476       ', Decimal('7'))
('Supplier#000005477       ', Decimal('11'))
('Supplier#000005478       ', Decimal('3'))
('Supplier#000005479       ', Decimal('4'))
('Supplier#000005480       ', Decimal('24'))
('Supplier#000005481       ', Decimal('6'))
('Supplier#000005482       ', Decimal('1'))
('Supplier#000005483       ', Decimal('1'))
('Supplier#000005484       ', Decimal('3'))
('Supplier#000005485       ', Decimal('3'))
('Supplier#000005486       ', Decimal('4'))
('Supplier#000005487       ', Decimal('17'))
('Supplier#000005488       ', Decimal('6'))
('Supplier#000005489       ', Decimal('0'))
('Supplier#000005490       ', Decimal('13'))
('Supplier#000005491       ', Decimal('15'))
('Supplier#000005492       ', Decimal('17'))
('Supplier#000005493       ', Decimal('19'))
('Supplier#000005494       ', Decimal('22'))
('Supplier#000005495       ', Decimal('15'))
('Supplier#000005496       ', Decimal('11'))
('Supplier#000005497       ', Decimal('16'))
('Supplier#000005498       ', Decimal('13'))
('Supplier#000005499       ', Decimal('19'))
('Supplier#000005500       ', Decimal('12'))
('Supplier#000005501       ', Decimal('12'))
('Supplier#000005502       ', Decimal('17'))
('Supplier#000005503       ', Decimal('16'))
('Supplier#000005504       ', Decimal('16'))
('Supplier#000005505       ', Decimal('3'))
('Supplier#000005506       ', Decimal('3'))
('Supplier#000005507       ', Decimal('22'))
('Supplier#000005508       ', Decimal('2'))
('Supplier#000005509       ', Decimal('11'))
('Supplier#000005510       ', Decimal('24'))
('Supplier#000005511       ', Decimal('16'))
('Supplier#000005512       ', Decimal('4'))
('Supplier#000005513       ', Decimal('2'))
('Supplier#000005514       ', Decimal('5'))
('Supplier#000005515       ', Decimal('4'))
('Supplier#000005516       ', Decimal('3'))
('Supplier#000005517       ', Decimal('22'))
('Supplier#000005518       ', Decimal('0'))
('Supplier#000005519       ', Decimal('12'))
('Supplier#000005520       ', Decimal('22'))
('Supplier#000005521       ', Decimal('1'))
('Supplier#000005522       ', Decimal('17'))
('Supplier#000005523       ', Decimal('23'))
('Supplier#000005524       ', Decimal('11'))
('Supplier#000005525       ', Decimal('14'))
('Supplier#000005526       ', Decimal('22'))
('Supplier#000005527       ', Decimal('16'))
('Supplier#000005528       ', Decimal('12'))
('Supplier#000005529       ', Decimal('12'))
('Supplier#000005530       ', Decimal('9'))
('Supplier#000005531       ', Decimal('23'))
('Supplier#000005532       ', Decimal('1'))
('Supplier#000005533       ', Decimal('16'))
('Supplier#000005534       ', Decimal('19'))
('Supplier#000005535       ', Decimal('14'))
('Supplier#000005536       ', Decimal('3'))
('Supplier#000005537       ', Decimal('2'))
('Supplier#000005538       ', Decimal('1'))
('Supplier#000005539       ', Decimal('17'))
('Supplier#000005540       ', Decimal('5'))
('Supplier#000005541       ', Decimal('18'))
('Supplier#000005542       ', Decimal('3'))
('Supplier#000005543       ', Decimal('12'))
('Supplier#000005544       ', Decimal('7'))
('Supplier#000005545       ', Decimal('0'))
('Supplier#000005546       ', Decimal('9'))
('Supplier#000005547       ', Decimal('24'))
('Supplier#000005548       ', Decimal('21'))
('Supplier#000005549       ', Decimal('0'))
('Supplier#000005550       ', Decimal('11'))
('Supplier#000005551       ', Decimal('11'))
('Supplier#000005552       ', Decimal('11'))
('Supplier#000005553       ', Decimal('2'))
('Supplier#000005554       ', Decimal('17'))
('Supplier#000005555       ', Decimal('15'))
('Supplier#000005556       ', Decimal('13'))
('Supplier#000005557       ', Decimal('8'))
('Supplier#000005558       ', Decimal('5'))
('Supplier#000005559       ', Decimal('22'))
('Supplier#000005560       ', Decimal('6'))
('Supplier#000005561       ', Decimal('12'))
('Supplier#000005562       ', Decimal('22'))
('Supplier#000005563       ', Decimal('11'))
('Supplier#000005564       ', Decimal('1'))
('Supplier#000005565       ', Decimal('10'))
('Supplier#000005566       ', Decimal('9'))
('Supplier#000005567       ', Decimal('9'))
('Supplier#000005568       ', Decimal('20'))
('Supplier#000005569       ', Decimal('18'))
('Supplier#000005570       ', Decimal('16'))
('Supplier#000005571       ', Decimal('6'))
('Supplier#000005572       ', Decimal('21'))
('Supplier#000005573       ', Decimal('6'))
('Supplier#000005574       ', Decimal('11'))
('Supplier#000005575       ', Decimal('21'))
('Supplier#000005576       ', Decimal('0'))
('Supplier#000005577       ', Decimal('24'))
('Supplier#000005578       ', Decimal('20'))
('Supplier#000005579       ', Decimal('21'))
('Supplier#000005580       ', Decimal('23'))
('Supplier#000005581       ', Decimal('24'))
('Supplier#000005582       ', Decimal('22'))
('Supplier#000005583       ', Decimal('20'))
('Supplier#000005584       ', Decimal('1'))
('Supplier#000005585       ', Decimal('6'))
('Supplier#000005586       ', Decimal('17'))
('Supplier#000005587       ', Decimal('10'))
('Supplier#000005588       ', Decimal('11'))
('Supplier#000005589       ', Decimal('7'))
('Supplier#000005590       ', Decimal('24'))
('Supplier#000005591       ', Decimal('24'))
('Supplier#000005592       ', Decimal('1'))
('Supplier#000005593       ', Decimal('18'))
('Supplier#000005594       ', Decimal('23'))
('Supplier#000005595       ', Decimal('9'))
('Supplier#000005596       ', Decimal('8'))
('Supplier#000005597       ', Decimal('1'))
('Supplier#000005598       ', Decimal('2'))
('Supplier#000005599       ', Decimal('13'))
('Supplier#000005600       ', Decimal('1'))
('Supplier#000005601       ', Decimal('8'))
('Supplier#000005602       ', Decimal('12'))
('Supplier#000005603       ', Decimal('0'))
('Supplier#000005604       ', Decimal('10'))
('Supplier#000005605       ', Decimal('3'))
('Supplier#000005606       ', Decimal('9'))
('Supplier#000005607       ', Decimal('19'))
('Supplier#000005608       ', Decimal('8'))
('Supplier#000005609       ', Decimal('23'))
('Supplier#000005610       ', Decimal('22'))
('Supplier#000005611       ', Decimal('24'))
('Supplier#000005612       ', Decimal('13'))
('Supplier#000005613       ', Decimal('20'))
('Supplier#000005614       ', Decimal('19'))
('Supplier#000005615       ', Decimal('24'))
('Supplier#000005616       ', Decimal('7'))
('Supplier#000005617       ', Decimal('24'))
('Supplier#000005618       ', Decimal('7'))
('Supplier#000005619       ', Decimal('20'))
('Supplier#000005620       ', Decimal('9'))
('Supplier#000005621       ', Decimal('9'))
('Supplier#000005622       ', Decimal('21'))
('Supplier#000005623       ', Decimal('10'))
('Supplier#000005624       ', Decimal('1'))
('Supplier#000005625       ', Decimal('14'))
('Supplier#000005626       ', Decimal('13'))
('Supplier#000005627       ', Decimal('20'))
('Supplier#000005628       ', Decimal('1'))
('Supplier#000005629       ', Decimal('15'))
('Supplier#000005630       ', Decimal('18'))
('Supplier#000005631       ', Decimal('3'))
('Supplier#000005632       ', Decimal('13'))
('Supplier#000005633       ', Decimal('2'))
('Supplier#000005634       ', Decimal('1'))
('Supplier#000005635       ', Decimal('16'))
('Supplier#000005636       ', Decimal('16'))
('Supplier#000005637       ', Decimal('6'))
('Supplier#000005638       ', Decimal('1'))
('Supplier#000005639       ', Decimal('14'))
('Supplier#000005640       ', Decimal('15'))
('Supplier#000005641       ', Decimal('5'))
('Supplier#000005642       ', Decimal('3'))
('Supplier#000005643       ', Decimal('20'))
('Supplier#000005644       ', Decimal('1'))
('Supplier#000005645       ', Decimal('22'))
('Supplier#000005646       ', Decimal('0'))
('Supplier#000005647       ', Decimal('8'))
('Supplier#000005648       ', Decimal('5'))
('Supplier#000005649       ', Decimal('20'))
('Supplier#000005650       ', Decimal('9'))
('Supplier#000005651       ', Decimal('13'))
('Supplier#000005652       ', Decimal('11'))
('Supplier#000005653       ', Decimal('9'))
('Supplier#000005654       ', Decimal('15'))
('Supplier#000005655       ', Decimal('15'))
('Supplier#000005656       ', Decimal('6'))
('Supplier#000005657       ', Decimal('23'))
('Supplier#000005658       ', Decimal('2'))
('Supplier#000005659       ', Decimal('16'))
('Supplier#000005660       ', Decimal('1'))
('Supplier#000005661       ', Decimal('21'))
('Supplier#000005662       ', Decimal('20'))
('Supplier#000005663       ', Decimal('16'))
('Supplier#000005664       ', Decimal('4'))
('Supplier#000005665       ', Decimal('0'))
('Supplier#000005666       ', Decimal('12'))
('Supplier#000005667       ', Decimal('17'))
('Supplier#000005668       ', Decimal('21'))
('Supplier#000005669       ', Decimal('12'))
('Supplier#000005670       ', Decimal('24'))
('Supplier#000005671       ', Decimal('2'))
('Supplier#000005672       ', Decimal('17'))
('Supplier#000005673       ', Decimal('16'))
('Supplier#000005674       ', Decimal('17'))
('Supplier#000005675       ', Decimal('5'))
('Supplier#000005676       ', Decimal('21'))
('Supplier#000005677       ', Decimal('21'))
('Supplier#000005678       ', Decimal('23'))
('Supplier#000005679       ', Decimal('14'))
('Supplier#000005680       ', Decimal('23'))
('Supplier#000005681       ', Decimal('8'))
('Supplier#000005682       ', Decimal('9'))
('Supplier#000005683       ', Decimal('4'))
('Supplier#000005684       ', Decimal('0'))
('Supplier#000005685       ', Decimal('20'))
('Supplier#000005686       ', Decimal('3'))
('Supplier#000005687       ', Decimal('7'))
('Supplier#000005688       ', Decimal('19'))
('Supplier#000005689       ', Decimal('23'))
('Supplier#000005690       ', Decimal('15'))
('Supplier#000005691       ', Decimal('10'))
('Supplier#000005692       ', Decimal('11'))
('Supplier#000005693       ', Decimal('1'))
('Supplier#000005694       ', Decimal('22'))
('Supplier#000005695       ', Decimal('18'))
('Supplier#000005696       ', Decimal('2'))
('Supplier#000005697       ', Decimal('20'))
('Supplier#000005698       ', Decimal('16'))
